task_id,task_title,task_type,project,sprint_id,sprint_name,squad,team,assignee,reporter,priority,status,story_points,estimated_hours,labels,environment,created_at,started_at,completed_at,sprint_start_date,sprint_end_date,updated_at
TASK-00414,improve search performance,Spike,Data Platform,SPR-2025-07,Sprint 7,Data,Operations,John Doe,Drew Walker,Medium,Done,8,16h,performance,DEV,2025-03-26,2025-03-29,2025-04-05,2025-03-26,2025-04-08,2025-04-05 00:00:00
TASK-00415,Checkout Button Not Responding,Bug,Data Platform,SPR-2025-21,Sprint 21,CX,Product,John Doe,Jamie White,High,Done,8,12,"data, genai",DEV,2025-10-08,2025-10-08,2025-10-15,2025-10-08,2025-10-21,2025-10-08 00:00:00
TASK-00416,create usage dashboard,Task,Data Platform,SPR-2025-05,Sprint 5,Marketplace,Architecture,Jordan Miller,Robin Clark,High,Done,8,24,"FRONTEND, backend",QA,2025-02-27,2025-03-01,2025-03-05,2025-02-26,2025-03-11,2025-03-03 00:00:00
TASK-00417,Review Access Permissions,Story,Mobile App,SPR-2025-19,Sprint 19,Platform,Analytics,Jane Doe,Robin Clark,Critical,In Progress,13,16,"genai, data",QA,2025-09-17,2025-09-17,,2025-09-10,2025-09-23,2025-09-23 00:00:00
TASK-00418,Login Error,Story,Backoffice,SPR-2025-23,Sprint 23,Growth,Engineering,Taylor Brown,Robin Clark,Critical,blocked,2,8,"etl, performance, security",PROD,2025-11-06,2025-11-06,,2025-11-05,2025-11-18,2025-11-20 00:00:00
TASK-00419,Add Audit Logging,Spike,Customer Portal,SPR-2025-20,Sprint 20,Platform,Product,Casey Johnson,Drew Walker,High,Done,8,4,backend,PROD,2025-10-02,2025-10-03,2025-10-08,2025-09-24,2025-10-07,2025-10-13 00:00:00
TASK-00420,Create Monitoring Alerts,Technical Debt,Marketplace,SPR-2025-09,Sprint 9,CX,Operations,Jane Doe,Morgan Davis,high,Done,3,2,"Ux, Mobile, data",QA,2025-04-24,2025-04-24,2025-05-01,2025-04-23,2025-05-06,2025-04-27 00:00:00
TASK-00421,Fix API Response Validation,Task,Marketplace,SPR-2025-08,Sprint 8,Data,Engineering,Taylor Brown,Robin Clark,High,Done,8,12,mobile,UAT,2025-04-10,2025-04-10,2025-04-14,2025-04-09,2025-04-22,2025-04-19 00:00:00
TASK-00422,Update API Documentation,Spike,Customer Portal,SPR-2025-24,Sprint 24,Growth,Operations,Jordan Miller,Robin Clark,High,In Progress,13,8,api,DEV,2025-11-19,2025-11-19,,2025-11-19,2025-12-02,2025-11-24 00:00:00
TASK-00423,Broken Navigation Menu,Task,Marketplace,SPR-2025-09,Sprint 9,Core,Analytics,Sam Wilson,Avery Lewis,Low,Done,2,2,"data, mobile, API",UAT,2025-04-24,2025-04-25,2025-05-05,2025-04-23,2025-05-06,2025-05-05 00:00:00
TASK-00424,Create Monitoring Alerts,Technical Debt,Identity Service,SPR-2025-15,Sprint 15,Marketplace,Operations,Chris Lee,Jamie White,Critical,Testing,13,24h,"mobile, API",DEV,2025-07-16,2025-07-18,,2025-07-16,2025-07-29,2025-07-22 00:00:00
TASK-00425,Improve Error Handling,Story,Mobile App,SPR-2025-13,Sprint 13,CX,Architecture,Chris Lee,Drew Walker,Critical,Blocked,8,24,"ux, performance",DEV,2025-06-28,2025-06-28,,2025-06-18,2025-07-01,2025-07-11 00:00:00
TASK-00426,Fix User Profile Update,Bug,Customer Portal,SPR-2025-15,Sprint 15,Platform,Architecture,Jane Doe,Morgan Davis,Medium,Testing,2,8,"api, data, GENAI",PROD,2025-07-25,2025-07-27,,2025-07-16,2025-07-29,2025-08-03 00:00:00
TASK-00427,Update Documentation,Story,Marketplace,SPR-2025-01,Sprint 1,CX,Product,Sam Wilson,Jamie White,High,DONE,8,40,Data,DEV,2025-01-07,2025-01-09,2025-01-14,2025-01-01,2025-01-14,2025-01-22 00:00:00
TASK-00428,Optimize Database Query,Spike,Backoffice,SPR-2025-12,Sprint 12,Data,Analytics,Sam Wilson,Morgan Davis,High,Done,5,8,mobile,UAT,2025-06-07,2025-06-10,2025-06-12,2025-06-04,2025-06-17,2025-06-21 00:00:00
TASK-00429,Update Documentation,Bug,Marketplace,SPR-2025-18,Sprint 18,Growth,Engineering,Sam Wilson,Jamie White,High,Done,13,12,"ux, performance",UAT,2025-08-29,2025-09-01,2025-09-03,2025-08-27,2025-09-09,2025-09-02 00:00:00
TASK-00430,Update Documentation,Technical Debt,Marketplace,SPR-2025-20,Sprint 20,Marketplace,Analytics,John Doe,Morgan Davis,Low,To Do,8,2h,"backend, security",DEV,2025-10-02,2025-10-04,,2025-09-24,2025-10-07,2025-10-08 00:00:00
TASK-00431,Update Documentation,Technical Debt,Mobile App,SPR-2025-17,Sprint 17,CX,Product,Taylor Brown,Jamie White,High,In Progress,1,16,BACKEND,DEV,2025-08-15,2025-08-18,,2025-08-13,2025-08-26,2025-08-30 00:00:00
TASK-00432,Improve Mobile Responsiveness,Story,Customer Portal,SPR-2025-01,Sprint 1,CX,Architecture,Taylor Brown,Avery Lewis,Medium,Done,8,16,"Performance, BACKEND, Ux",PROD,2025-01-09,2025-01-12,2025-01-17,2025-01-01,2025-01-14,2025-01-18 00:00:00
TASK-00433,Optimize Database Query,Spike,Mobile App,SPR-2025-10,Sprint 10,Platform,Engineering,Casey Johnson,Avery Lewis,Low,Blocked,5,8,"UX, frontend, data",UAT,2025-05-17,2025-05-17,,2025-05-07,2025-05-20,2025-05-17 00:00:00
TASK-00434,Improve Mobile Responsiveness,Spike,Marketplace,SPR-2025-06,Sprint 6,Core,Architecture,Alex Smith,Drew Walker,Medium,Testing,3,16,"api, DATA, etl",UAT,2025-03-17,2025-03-18,,2025-03-12,2025-03-25,2025-03-21 00:00:00
TASK-00435,USER SESSION TIMEOUT,Story,Identity Service,SPR-2025-23,Sprint 23,Core,Operations,Jane Doe,Morgan Davis,Medium,Done,13,24,Mobile,UAT,2025-11-10,2025-11-12,2025-11-14,2025-11-05,2025-11-18,2025-11-13 00:00:00
TASK-00436,Create Usage Dashboard,Spike,Backoffice,SPR-2025-02,Sprint 2,Data,Product,John Doe,Morgan Davis,Critical,Done,13,4,"genai, data",QA,2025-01-16,2025-01-19,2025-01-20,2025-01-15,2025-01-28,2025-01-17 00:00:00
TASK-00437,Refactor Notification Service,Spike,Marketplace,SPR-2025-05,Sprint 5,Marketplace,Operations,Jane Doe,Drew Walker,Critical,Done,2,12,"performance, etl",DEV,2025-02-26,2025-02-28,2025-03-02,2025-02-26,2025-03-11,2025-03-02 00:00:00
TASK-00438,Update API Documentation,Technical Debt,Customer Portal,SPR-2025-17,Sprint 17,CX,Architecture,Sam Wilson,Avery Lewis,Low,In Progress,3,8,"backend, API",DEV,2025-08-17,2025-08-17,,2025-08-13,2025-08-26,2025-08-20 00:00:00
TASK-00439,Optimize Database Query,Bug,Data Platform,SPR-2025-19,Sprint 19,Growth,Operations,Jane Doe,Drew Walker,Low,DONE,8,8,"FRONTEND, mobile, genai",PROD,2025-09-17,2025-09-19,2025-09-26,2025-09-10,2025-09-23,2025-09-21 00:00:00
TASK-00440,Broken Navigation Menu,Spike,Identity Service,SPR-2025-09,Sprint 9,Marketplace,Product,Casey Johnson,Morgan Davis,High,To Do,2 pts,2h,etl,PROD,2025-04-23,2025-04-23,,2025-04-23,2025-05-06,2025-05-05 00:00:00
TASK-00441,data sync failure,Spike,Identity Service,SPR-2025-23,Sprint 23,CX,Architecture,John Doe,Morgan Davis,High,Done,3,2,PERFORMANCE,QA,2025-11-07,2025-11-10,2025-11-12,2025-11-05,2025-11-18,2025-11-08 00:00:00
TASK-00442,Broken Navigation Menu,Task,Customer Portal,SPR-2025-03,Sprint 3,Core,Analytics,Chris Lee,Drew Walker,Medium,Done,2,12,"backend, performance, data",UAT,2025-01-29,2025-01-30,2025-02-05,2025-01-29,2025-02-11,2025-02-05 00:00:00
TASK-00443,Broken Navigation Menu,Story,Mobile App,SPR-2025-17,Sprint 17,Platform,Engineering,John Doe,Jamie White,Critical,Done,2,40,data,PROD,2025-08-17,2025-08-19,2025-08-20,2025-08-13,2025-08-26,2025-08-31 00:00:00
TASK-00444,Improve Mobile Responsiveness,Spike,Backoffice,SPR-2025-04,Sprint 4,Growth,Analytics,John Doe,Drew Walker,low,Done,8,2,"genai, frontend",UAT,2025-02-12,2025-02-15,2025-02-25,2025-02-12,2025-02-25,2025-02-12 00:00:00
TASK-00445,Refactor Notification Service,Task,Backoffice,SPR-2025-20,Sprint 20,Core,Operations,Sam Wilson,Jamie White,Critical,Done,13,40h,etl,PROD,2025-09-29,2025-10-01,2025-10-02,2025-09-24,2025-10-07,2025-10-13 00:00:00
TASK-00446,optimize database query,Technical Debt,Mobile App,SPR-2025-24,Sprint 24,Growth,Analytics,Chris Lee,Robin Clark,Medium,Blocked,3,12h,"security, data",QA,2025-11-22,2025-11-23,,2025-11-19,2025-12-02,2025-12-06 00:00:00
TASK-00447,Broken Navigation Menu,Spike,Customer Portal,SPR-2025-15,Sprint 15,Data,Engineering,Alex Smith,Drew Walker,Medium,TO DO,8,8,"Security, backend, genai",DEV,2025-07-16,2025-07-19,,2025-07-16,2025-07-29,2025-07-23 00:00:00
TASK-00448,Data Sync Failure,Story,Data Platform,SPR-2025-04,Sprint 4,Growth,Product,Casey Johnson,Morgan Davis,Low,In Progress,2 pts,24,"frontend, SECURITY",DEV,2025-02-22,2025-02-22,,2025-02-12,2025-02-25,2025-03-01 00:00:00
TASK-00449,Add Audit Logging,Story,Backoffice,SPR-2025-07,Sprint 7,Growth,Product,Taylor Brown,Robin Clark,MEDIUM,Done,8,8,"security, Genai, DATA",UAT,2025-03-31,2025-04-02,2025-04-04,2025-03-26,2025-04-08,2025-04-06 00:00:00
TASK-00450,Fix API Response Validation,Task,Data Platform,SPR-2025-13,Sprint 13,Data,Architecture,Sam Wilson,Jamie White,Medium,Done,8,24,"backend, etl, frontend",UAT,2025-06-27,2025-06-27,2025-07-08,2025-06-18,2025-07-01,2025-07-04 00:00:00
TASK-00451,Fix ETL Pipeline Failure,Story,Backoffice,SPR-2025-12,Sprint 12,Data,Operations,Alex Smith,Drew Walker,Critical,Testing,3,2,"genai, mobile, performance",UAT,2025-06-07,2025-06-10,,2025-06-04,2025-06-17,2025-06-16 00:00:00
TASK-00452,Update Documentation,Story,Mobile App,SPR-2025-11,Sprint 11,Data,Architecture,Jordan Miller,Avery Lewis,Medium,To Do,5 pts,2,"genai, backend, API",UAT,2025-05-26,2025-05-26,,2025-05-21,2025-06-03,2025-05-30 00:00:00
TASK-00453,Review Access Permissions,Story,Identity Service,SPR-2025-13,Sprint 13,Data,Architecture,Jane Doe,Jamie White,Low,Done,1 pts,8,"genai, ux",DEV,2025-06-26,2025-06-27,2025-07-03,2025-06-18,2025-07-01,2025-07-07 00:00:00
TASK-00454,Review Access Permissions,Story,Mobile App,SPR-2025-22,Sprint 22,Marketplace,Engineering,Jordan Miller,Drew Walker,Low,Done,5,16,"performance, etl, ux",UAT,2025-11-01,2025-11-04,2025-11-13,2025-10-22,2025-11-04,2025-11-11 00:00:00
TASK-00455,Fix User Profile Update,Story,Backoffice,SPR-2025-04,Sprint 4,CX,Engineering,John Doe,Drew Walker,Medium,In Progress,3,40,Data,DEV,2025-02-17,2025-02-19,,2025-02-12,2025-02-25,2025-02-23 00:00:00
TASK-00456,Add Audit Logging,Spike,Data Platform,SPR-2025-01,Sprint 1,Growth,Engineering,Sam Wilson,Morgan Davis,Medium,Done,3,24,genai,UAT,2025-01-08,2025-01-08,2025-01-18,2025-01-01,2025-01-14,2025-01-10 00:00:00
TASK-00457,Optimize Database Query,Bug,Identity Service,SPR-2025-24,Sprint 24,Marketplace,Product,Taylor Brown,Jamie White,Low,Testing,3,2,"etl, security, mobile",PROD,2025-11-22,2025-11-22,,2025-11-19,2025-12-02,2025-11-29 00:00:00
TASK-00458,Fix User Profile Update,Spike,Backoffice,SPR-2025-22,Sprint 22,CX,Engineering,Alex Smith,Morgan Davis,Medium,Done,1,40,frontend,PROD,2025-10-25,2025-10-27,2025-10-30,2025-10-22,2025-11-04,2025-11-02 00:00:00
TASK-00459,Create Usage Dashboard,Task,Marketplace,SPR-2025-20,Sprint 20,Core,Analytics,Taylor Brown,Avery Lewis,Medium,Done,13,40,"security, etl, genai",DEV,2025-09-30,2025-10-01,2025-10-12,2025-09-24,2025-10-07,2025-10-05 00:00:00
TASK-00460,Update Documentation,Spike,Mobile App,SPR-2025-15,Sprint 15,CX,Analytics,Sam Wilson,Robin Clark,Critical,Testing,5,24,"data, etl",PROD,2025-07-21,2025-07-21,,2025-07-16,2025-07-29,2025-08-02 00:00:00
TASK-00461,Fix User Profile Update,Bug,Backoffice,SPR-2025-15,Sprint 15,CX,Analytics,Alex Smith,Drew Walker,High,testing,1,12,etl,DEV,2025-07-22,2025-07-25,,2025-07-16,2025-07-29,2025-07-22 00:00:00
TASK-00462,IMPROVE ERROR HANDLING,Task,Marketplace,SPR-2025-13,Sprint 13,Data,Architecture,Taylor Brown,Morgan Davis,Low,Blocked,3,4,"mobile, data",DEV,2025-06-19,2025-06-21,,2025-06-18,2025-07-01,2025-06-19 00:00:00
TASK-00463,CHECKOUT BUTTON NOT RESPONDING,Technical Debt,Identity Service,SPR-2025-17,Sprint 17,Marketplace,Operations,John Doe,Morgan Davis,MEDIUM,DONE,13,40,"api, DATA",QA,2025-08-14,2025-08-17,2025-08-22,2025-08-13,2025-08-26,2025-08-17 00:00:00
TASK-00464,Checkout Button Not Responding,Story,Marketplace,SPR-2025-24,Sprint 24,CX,Analytics,Casey Johnson,Robin Clark,Critical,In Progress,1,12,"performance, genai",QA,2025-11-28,2025-12-01,,2025-11-19,2025-12-02,2025-12-10 00:00:00
TASK-00465,Improve Search Performance,Story,Customer Portal,SPR-2025-01,Sprint 1,Core,Architecture,Taylor Brown,Morgan Davis,Low,Blocked,2,12,"data, security, API",QA,2025-01-08,2025-01-11,,2025-01-01,2025-01-14,2025-01-20 00:00:00
TASK-00466,Add Audit Logging,Technical Debt,Marketplace,SPR-2025-20,Sprint 20,CX,Operations,Chris Lee,Jamie White,High,To Do,1,16,data,UAT,2025-10-01,2025-10-02,,2025-09-24,2025-10-07,2025-10-15 00:00:00
TASK-00467,Fix API Response Validation,Spike,Customer Portal,SPR-2025-23,Sprint 23,Marketplace,Architecture,Casey Johnson,Jamie White,Low,Blocked,13,4,frontend,PROD,2025-11-12,2025-11-12,,2025-11-05,2025-11-18,2025-11-24 00:00:00
TASK-00468,Optimize Database Query,Story,Customer Portal,SPR-2025-01,Sprint 1,CX,Operations,John Doe,Robin Clark,High,Done,2,16,"security, etl, data",PROD,2025-01-05,2025-01-05,2025-01-16,2025-01-01,2025-01-14,2025-01-10 00:00:00
TASK-00469,Implement MFA Authentication,Technical Debt,Customer Portal,SPR-2025-05,Sprint 5,Platform,Product,Taylor Brown,Robin Clark,Low,BLOCKED,3 pts,16,backend,UAT,2025-03-05,2025-03-05,,2025-02-26,2025-03-11,2025-03-18 00:00:00
TASK-00470,Improve Error Handling,Spike,Data Platform,SPR-2025-19,Sprint 19,CX,Architecture,Sam Wilson,Drew Walker,medium,Done,2,4,"Performance, backend",PROD,2025-09-14,2025-09-16,2025-09-21,2025-09-10,2025-09-23,2025-09-20 00:00:00
TASK-00471,update api documentation,Bug,Customer Portal,SPR-2025-06,Sprint 6,CX,Operations,Jordan Miller,Avery Lewis,Medium,blocked,1,2,"ux, genai",PROD,2025-03-12,2025-03-13,,2025-03-12,2025-03-25,2025-03-23 00:00:00
TASK-00472,Create Usage Dashboard,Story,Mobile App,SPR-2025-10,Sprint 10,Platform,Operations,Chris Lee,Avery Lewis,High,Done,5,12,"backend, etl",QA,2025-05-15,2025-05-17,2025-05-21,2025-05-07,2025-05-20,2025-05-21 00:00:00
TASK-00473,Implement MFA Authentication,Task,Data Platform,SPR-2025-13,Sprint 13,Marketplace,Product,John Doe,Avery Lewis,MEDIUM,Blocked,3,8,"frontend, data, performance",PROD,2025-06-23,2025-06-24,,2025-06-18,2025-07-01,2025-07-08 00:00:00
TASK-00474,Update Documentation,Bug,Data Platform,SPR-2025-06,Sprint 6,Growth,Architecture,Sam Wilson,Jamie White,Medium,TO DO,2 pts,40,genai,DEV,2025-03-19,2025-03-19,,2025-03-12,2025-03-25,2025-03-29 00:00:00
TASK-00475,Broken Navigation Menu,Technical Debt,Marketplace,SPR-2025-22,Sprint 22,Data,Product,Sam Wilson,Robin Clark,Critical,Blocked,13,2,"Api, DATA, backend",UAT,2025-10-27,2025-10-28,,2025-10-22,2025-11-04,2025-10-30 00:00:00
TASK-00476,Fix API Response Validation,Spike,Mobile App,SPR-2025-11,Sprint 11,Marketplace,Engineering,Sam Wilson,Jamie White,Low,Done,8,2,mobile,QA,2025-05-28,2025-05-28,2025-05-30,2025-05-21,2025-06-03,2025-06-06 00:00:00
TASK-00477,Refactor Notification Service,Task,Identity Service,SPR-2025-02,Sprint 2,CX,Operations,Alex Smith,Morgan Davis,Medium,In Progress,2,8,"data, backend",PROD,2025-01-21,2025-01-23,,2025-01-15,2025-01-28,2025-01-25 00:00:00
TASK-00478,Checkout Button Not Responding,Story,Marketplace,SPR-2025-18,Sprint 18,Data,Operations,Chris Lee,Robin Clark,high,Blocked,2,12,etl,PROD,2025-09-05,2025-09-06,,2025-08-27,2025-09-09,2025-09-06 00:00:00
TASK-00479,Fix User Profile Update,Spike,Backoffice,SPR-2025-11,Sprint 11,CX,Operations,Jordan Miller,Avery Lewis,Low,DONE,3,12,genai,QA,2025-05-22,2025-05-24,2025-05-31,2025-05-21,2025-06-03,2025-05-30 00:00:00
TASK-00480,Fix ETL Pipeline Failure,Task,Backoffice,SPR-2025-24,Sprint 24,Marketplace,Architecture,Taylor Brown,Drew Walker,Low,Done,3,12,Etl,QA,2025-11-24,2025-11-26,2025-11-27,2025-11-19,2025-12-02,2025-11-28 00:00:00
TASK-00481,Update Documentation,Story,Customer Portal,SPR-2025-22,Sprint 22,Data,Operations,Jane Doe,Jamie White,Critical,Blocked,5 pts,4,data,QA,2025-10-27,2025-10-27,,2025-10-22,2025-11-04,2025-11-07 00:00:00
TASK-00482,Improve Mobile Responsiveness,Task,Data Platform,SPR-2025-01,Sprint 1,Marketplace,Operations,Jordan Miller,Drew Walker,Critical,Testing,5,40,"api, Security",DEV,2025-01-08,2025-01-09,,2025-01-01,2025-01-14,2025-01-19 00:00:00
TASK-00483,Fix ETL Pipeline Failure,Story,Mobile App,SPR-2025-16,Sprint 16,Data,Analytics,Jordan Miller,Morgan Davis,High,In Progress,1,40,Mobile,UAT,2025-08-09,2025-08-09,,2025-07-30,2025-08-12,2025-08-21 00:00:00
TASK-00484,FIX USER PROFILE UPDATE,Bug,Identity Service,SPR-2025-21,Sprint 21,Core,Product,Alex Smith,Robin Clark,Critical,In Progress,5,40,security,QA,2025-10-10,2025-10-13,,2025-10-08,2025-10-21,2025-10-22 00:00:00
TASK-00485,Add Audit Logging,Technical Debt,Data Platform,SPR-2025-22,Sprint 22,Growth,Engineering,Jordan Miller,Drew Walker,High,Done,13,16,"etl, security",PROD,2025-10-29,2025-10-29,2025-11-05,2025-10-22,2025-11-04,2025-10-31 00:00:00
TASK-00486,Optimize Database Query,Task,Marketplace,SPR-2025-05,Sprint 5,Platform,Analytics,John Doe,Drew Walker,Critical,Blocked,5,2,"security, frontend",UAT,2025-02-26,2025-02-28,,2025-02-26,2025-03-11,2025-03-03 00:00:00
TASK-00487,User Session Timeout,Spike,Identity Service,SPR-2025-10,Sprint 10,CX,Engineering,Casey Johnson,Morgan Davis,High,To Do,8,4,"backend, api, etl",DEV,2025-05-12,2025-05-15,,2025-05-07,2025-05-20,2025-05-22 00:00:00
TASK-00488,Improve Mobile Responsiveness,Bug,Marketplace,SPR-2025-12,Sprint 12,Growth,Engineering,Sam Wilson,Robin Clark,Low,Done,13,12,data,QA,2025-06-04,2025-06-05,2025-06-07,2025-06-04,2025-06-17,2025-06-05 00:00:00
TASK-00489,Optimize Database Query,Story,Data Platform,SPR-2025-12,Sprint 12,Platform,Operations,Chris Lee,Morgan Davis,Medium,In Progress,13 pts,12,"data, PERFORMANCE, frontend",QA,2025-06-13,2025-06-16,,2025-06-04,2025-06-17,2025-06-20 00:00:00
TASK-00490,Update API Documentation,Task,Marketplace,SPR-2025-01,Sprint 1,Data,Operations,Casey Johnson,Jamie White,Critical,To Do,3,12,security,QA,2025-01-06,2025-01-07,,2025-01-01,2025-01-14,2025-01-18 00:00:00
TASK-00491,Fix User Profile Update,Story,Backoffice,SPR-2025-09,Sprint 9,Platform,Architecture,Jordan Miller,Avery Lewis,high,Done,13,8,"GENAI, performance",DEV,2025-04-29,2025-04-29,2025-05-01,2025-04-23,2025-05-06,2025-05-08 00:00:00
TASK-00492,Update API Documentation,Spike,Backoffice,SPR-2025-18,Sprint 18,Core,Analytics,Taylor Brown,Avery Lewis,low,Done,2,2,api,UAT,2025-09-03,2025-09-04,2025-09-11,2025-08-27,2025-09-09,2025-09-13 00:00:00
TASK-00493,Refactor Notification Service,Task,Marketplace,SPR-2025-12,Sprint 12,Marketplace,Engineering,Jane Doe,Avery Lewis,Critical,Done,5,12,"api, PERFORMANCE",PROD,2025-06-14,2025-06-14,2025-06-25,2025-06-04,2025-06-17,2025-06-27 00:00:00
TASK-00494,Create Monitoring Alerts,Spike,Backoffice,SPR-2025-14,Sprint 14,CX,Engineering,Alex Smith,Avery Lewis,Critical,Done,3,4,"BACKEND, security",UAT,2025-07-05,2025-07-05,2025-07-15,2025-07-02,2025-07-15,2025-07-12 00:00:00
TASK-00495,Login Error,Story,Customer Portal,SPR-2025-06,Sprint 6,Core,Product,John Doe,Morgan Davis,Critical,Testing,13,4,"etl, backend",PROD,2025-03-19,2025-03-20,,2025-03-12,2025-03-25,2025-04-03 00:00:00
TASK-00496,improve error handling,Spike,Mobile App,SPR-2025-13,Sprint 13,Growth,Engineering,Sam Wilson,Drew Walker,Low,Blocked,13 pts,40,"frontend, security, ux",DEV,2025-06-19,2025-06-22,,2025-06-18,2025-07-01,2025-06-24 00:00:00
TASK-00497,Fix User Profile Update,Spike,Data Platform,SPR-2025-12,Sprint 12,Core,Analytics,Sam Wilson,Drew Walker,Low,In Progress,13 pts,24,data,DEV,2025-06-10,2025-06-12,,2025-06-04,2025-06-17,2025-06-14 00:00:00
TASK-00498,Review Access Permissions,Task,Marketplace,SPR-2025-05,Sprint 5,Platform,Engineering,John Doe,Jamie White,High,To Do,13,24,"genai, data, Api",UAT,2025-03-06,2025-03-08,,2025-02-26,2025-03-11,2025-03-10 00:00:00
TASK-00499,Improve Mobile Responsiveness,Spike,Marketplace,SPR-2025-19,Sprint 19,Growth,Product,Chris Lee,Jamie White,Medium,Done,13,40,"security, ux, genai",UAT,2025-09-10,2025-09-12,2025-09-21,2025-09-10,2025-09-23,2025-09-16 00:00:00
TASK-00500,Implement MFA Authentication,Task,Backoffice,SPR-2025-08,Sprint 8,Growth,Analytics,Jane Doe,Morgan Davis,Critical,Done,13,40,"mobile, performance, SECURITY",PROD,2025-04-11,2025-04-13,2025-04-15,2025-04-09,2025-04-22,2025-04-18 00:00:00
TASK-00501,Fix ETL Pipeline Failure,Story,Backoffice,SPR-2025-08,Sprint 8,Platform,Product,Taylor Brown,Jamie White,Critical,Done,8,8h,backend,QA,2025-04-13,2025-04-14,2025-04-18,2025-04-09,2025-04-22,2025-04-28 00:00:00
TASK-00502,Implement MFA Authentication,Bug,Identity Service,SPR-2025-15,Sprint 15,Core,Engineering,Casey Johnson,Morgan Davis,critical,Testing,2 pts,16,"data, frontend",UAT,2025-07-17,2025-07-17,,2025-07-16,2025-07-29,2025-07-30 00:00:00
TASK-00503,Create Monitoring Alerts,Task,Backoffice,SPR-2025-20,Sprint 20,Core,Operations,Alex Smith,Jamie White,High,Done,8,8,"data, genai, backend",DEV,2025-09-28,2025-10-01,2025-10-09,2025-09-24,2025-10-07,2025-10-11 00:00:00
TASK-00504,Improve Error Handling,Task,Customer Portal,SPR-2025-22,Sprint 22,Data,Operations,Alex Smith,Jamie White,Medium,Blocked,2,16,"genai, backend, data",QA,2025-10-26,2025-10-26,,2025-10-22,2025-11-04,2025-11-05 00:00:00
TASK-00505,Fix User Profile Update,Spike,Mobile App,SPR-2025-17,Sprint 17,Core,Product,Jordan Miller,Robin Clark,High,Done,3,8,"genai, data",QA,2025-08-20,2025-08-23,2025-08-28,2025-08-13,2025-08-26,2025-09-03 00:00:00
TASK-00506,Checkout Button Not Responding,Task,Mobile App,SPR-2025-09,Sprint 9,Growth,Engineering,Alex Smith,Robin Clark,Low,In Progress,5,16,performance,PROD,2025-04-23,2025-04-24,,2025-04-23,2025-05-06,2025-05-08 00:00:00
TASK-00507,Fix ETL Pipeline Failure,Bug,Data Platform,SPR-2025-02,Sprint 2,Marketplace,Operations,Alex Smith,Jamie White,critical,Done,1,8,"data, backend",UAT,2025-01-25,2025-01-28,2025-02-05,2025-01-15,2025-01-28,2025-01-31 00:00:00
TASK-00508,Optimize Database Query,Story,Marketplace,SPR-2025-18,Sprint 18,Platform,Analytics,Taylor Brown,Robin Clark,High,In Progress,2,2,"security, performance, genai",UAT,2025-08-28,2025-08-31,,2025-08-27,2025-09-09,2025-08-28 00:00:00
TASK-00509,CREATE MONITORING ALERTS,Bug,Identity Service,SPR-2025-05,Sprint 5,Growth,Architecture,Jane Doe,Drew Walker,HIGH,Done,5,16,"etl, genai",DEV,2025-02-27,2025-03-02,2025-03-03,2025-02-26,2025-03-11,2025-03-04 00:00:00
TASK-00510,Add Audit Logging,Spike,Mobile App,SPR-2025-17,Sprint 17,Core,Architecture,Sam Wilson,Morgan Davis,Critical,Done,13,8h,"performance, security, genai",PROD,2025-08-14,2025-08-17,2025-08-19,2025-08-13,2025-08-26,2025-08-14 00:00:00
TASK-00511,Review Access Permissions,Task,Customer Portal,SPR-2025-01,Sprint 1,Growth,Product,John Doe,Jamie White,High,Done,13,40,"Performance, Api",UAT,2025-01-04,2025-01-06,2025-01-10,2025-01-01,2025-01-14,2025-01-06 00:00:00
TASK-00512,Add Audit Logging,Story,Marketplace,SPR-2025-11,Sprint 11,Growth,Operations,Casey Johnson,Avery Lewis,Medium,Done,2,2,"BACKEND, ux",QA,2025-05-26,2025-05-27,2025-05-30,2025-05-21,2025-06-03,2025-06-01 00:00:00
TASK-00513,Review Access Permissions,Technical Debt,Data Platform,SPR-2025-13,Sprint 13,Core,Analytics,Jane Doe,Avery Lewis,Low,To Do,2,12,"Security, ux",DEV,2025-06-27,2025-06-27,,2025-06-18,2025-07-01,2025-06-27 00:00:00
TASK-00514,Broken Navigation Menu,Task,Mobile App,SPR-2025-13,Sprint 13,Data,Engineering,Alex Smith,Drew Walker,Low,Blocked,13,24h,"ux, genai, frontend",DEV,2025-06-24,2025-06-27,,2025-06-18,2025-07-01,2025-06-28 00:00:00
TASK-00515,Update API Documentation,Spike,Customer Portal,SPR-2025-17,Sprint 17,Platform,Operations,Chris Lee,Robin Clark,High,Done,5,12,"api, Performance, Security",UAT,2025-08-15,2025-08-16,2025-08-17,2025-08-13,2025-08-26,2025-08-15 00:00:00
TASK-00516,ADD AUDIT LOGGING,Spike,Marketplace,SPR-2025-01,Sprint 1,Core,Architecture,Casey Johnson,Jamie White,Critical,DONE,13,4,"mobile, BACKEND",DEV,2025-01-06,2025-01-06,2025-01-09,2025-01-01,2025-01-14,2025-01-15 00:00:00
TASK-00517,Broken Navigation Menu,Story,Customer Portal,SPR-2025-16,Sprint 16,Marketplace,Product,Jane Doe,Avery Lewis,Low,In Progress,13,16,Etl,UAT,2025-08-06,2025-08-08,,2025-07-30,2025-08-12,2025-08-09 00:00:00
